nm_municipio_1mai_sa_x,cd_mun_7d,nm_uf_x,sg_uf,grupo_setor,quantidade_empresas,nm_uf_y,nm_municipio_1mai_sa_y,nm_microrregiao,nu_latitude,nu_longitude
Sao Sebastiao do Maranhao,3164506.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Sao Sebastiao do Maranhao,Peçanha,-18.09137151,-42.5657457
Sao Sebastiao do Oeste,3164605.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Sao Sebastiao do Oeste,Divinópolis,-20.2740952,-45.00313399
Sao Sebastiao do Paraiso,3164704.0,Minas Gerais,MG,Comércio varejista de materiais de construção,10,Minas Gerais,Sao Sebastiao do Paraiso,São Sebastião do Paraíso,-20.91806545,-46.98647183
Sao Sebastiao do Paraiso,3164704.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,3,Minas Gerais,Sao Sebastiao do Paraiso,São Sebastião do Paraíso,-20.91806545,-46.98647183
Sao Sebastiao do Passe,2929503.0,Bahia,BA,Comércio varejista de materiais de construção,10,Bahia,Sao Sebastiao do Passe,Catu,-12.51272464,-38.49530985
Sao Sebastiao do Passe,2929503.0,Bahia,BA,Fabricação de móveis com predominância de madeira,1,Bahia,Sao Sebastiao do Passe,Catu,-12.51272464,-38.49530985
Sao Sebastiao do Rio Verde,3164902.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Sao Sebastiao do Rio Verde,São Lourenço,-22.21505623,-44.97773605
Sao Sebastiao do Uatuma,1303957.0,Amazonas,AM,Comércio varejista de materiais de construção,2,Amazonas,Sao Sebastiao do Uatuma,Parintins,-2.57015258,-57.87034636
Sao Sepe,4319604.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,3,Rio Grande do Sul,Sao Sepe,Santa Maria,-30.16741139,-53.56964413
Sao Sepe,4319604.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Sao Sepe,Santa Maria,-30.16741139,-53.56964413
Sao Simao,3550902.0,São Paulo,SP,Comércio atacadista de materiais de construção,2,São Paulo,Sao Simao,Ribeirão Preto,-21.47972337,-47.55335254
Sao Simao,3550902.0,São Paulo,SP,Comércio varejista de materiais de construção,4,São Paulo,Sao Simao,Ribeirão Preto,-21.47972337,-47.55335254
Sao Simao,3550902.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,3,São Paulo,Sao Simao,Ribeirão Preto,-21.47972337,-47.55335254
Sao Simao,5220405.0,Goiás,GO,Comércio varejista de materiais de construção,7,Goiás,Sao Simao,Quirinópolis,-18.9897386,-50.54969976
Sao Simao,5220405.0,Goiás,GO,Fabricação de móveis com predominância de madeira,1,Goiás,Sao Simao,Quirinópolis,-18.9897386,-50.54969976
Sao Tiago,3165008.0,Minas Gerais,MG,Comércio varejista de materiais de construção,6,Minas Gerais,Sao Tiago,São João Del Rei,-20.90094635,-44.50399244
Sao Tomas de Aquino,3165107.0,Minas Gerais,MG,Comércio varejista de materiais de construção,3,Minas Gerais,Sao Tomas de Aquino,São Sebastião do Paraíso,-20.78499439,-47.09678297
Sao Tome,4126108.0,Paraná,PR,Comércio varejista de materiais de construção,2,Paraná,Sao Tome,Cianorte,-23.53551136,-52.59248367
Sao Tome das Letras,3165206.0,Minas Gerais,MG,Comércio varejista de materiais de construção,3,Minas Gerais,Sao Tome das Letras,Varginha,-21.72072278,-44.98700845
Sao Valentim,4319703.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Sao Valentim,Erechim,-27.55431833,-52.52847894
Sao Valentim do Sul,4319711.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Sao Valentim do Sul,Guaporé,-29.05122753,-51.76967054
Sao Valerio do Sul,4319737.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Sao Valerio do Sul,Ijuí,-27.78771817,-53.93552615
Sao Vicente,3551009.0,São Paulo,SP,Comércio varejista de materiais de construção,25,São Paulo,Sao Vicente,Santos,-23.967373,-46.38449082
Sao Vicente,3551009.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,2,São Paulo,Sao Vicente,Santos,-23.967373,-46.38449082
Sao Vicente Ferrer,2613800.0,Pernambuco,PE,Comércio varejista de materiais de construção,2,Pernambuco,Sao Vicente Ferrer,Médio Capibaribe,-7.592212733,-35.49012188
Sao Vicente de Minas,3165305.0,Minas Gerais,MG,Comércio varejista de materiais de construção,3,Minas Gerais,Sao Vicente de Minas,Andrelândia,-21.69747184,-44.4546835
Sao Vicente do Sul,4319802.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Sao Vicente do Sul,Santa Maria,-29.69206083,-54.67600202
Sape,2515302.0,Paraíba,PB,Comércio varejista de materiais de construção,7,Paraíba,Sape,Sapé,-7.087111,-35.23043262
Sapeacu,2929602.0,Bahia,BA,Comércio varejista de materiais de construção,7,Bahia,Sapeacu,Santo Antônio de Jesus,-12.73516148,-39.19480844
Sapeacu,2929602.0,Bahia,BA,Fabricação de móveis com predominância de madeira,1,Bahia,Sapeacu,Santo Antônio de Jesus,-12.73516148,-39.19480844
Sapezal,5107875.0,Mato Grosso,MT,Comércio varejista de materiais de construção,17,Mato Grosso,Sapezal,Parecis,-13.53819535,-58.81213801
Sapezal,5107875.0,Mato Grosso,MT,Fabricação de móveis com predominância de madeira,1,Mato Grosso,Sapezal,Parecis,-13.53819535,-58.81213801
Sapiranga,4319901.0,Rio Grande do Sul,RS,Comércio atacadista de materiais de construção,1,Rio Grande do Sul,Sapiranga,Porto Alegre,-29.63855412,-51.00362299
Sapiranga,4319901.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,13,Rio Grande do Sul,Sapiranga,Porto Alegre,-29.63855412,-51.00362299
Sapiranga,4319901.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,5,Rio Grande do Sul,Sapiranga,Porto Alegre,-29.63855412,-51.00362299
Sapucai-Mirim,3165404.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Sapucai-Mirim,Pouso Alegre,-22.75159638,-45.74092574
Sapucaia,1507755.0,Pará,PA,Comércio varejista de materiais de construção,2,Pará,Sapucaia,Redenção,-6.942857113,-49.70358071
Sapucaia,3305406.0,Rio de Janeiro,RJ,Comércio varejista de materiais de construção,3,Rio de Janeiro,Sapucaia,Três Rios,-21.99395587,-42.91417536
Sapucaia,3305406.0,Rio de Janeiro,RJ,Fabricação de móveis com predominância de madeira,1,Rio de Janeiro,Sapucaia,Três Rios,-21.99395587,-42.91417536
Sapucaia do Sul,4320008.0,Rio Grande do Sul,RS,Comércio atacadista de materiais de construção,1,Rio Grande do Sul,Sapucaia do Sul,Porto Alegre,-29.82486803,-51.15187472
Sapucaia do Sul,4320008.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,23,Rio Grande do Sul,Sapucaia do Sul,Porto Alegre,-29.82486803,-51.15187472
Sapucaia do Sul,4320008.0,Rio Grande do Sul,RS,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Rio Grande do Sul,Sapucaia do Sul,Porto Alegre,-29.82486803,-51.15187472
Sapucaia do Sul,4320008.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,4,Rio Grande do Sul,Sapucaia do Sul,Porto Alegre,-29.82486803,-51.15187472
Sapucaia do Sul,4320008.0,Rio Grande do Sul,RS,Fabricação de outros artigos de carpintaria para construção,1,Rio Grande do Sul,Sapucaia do Sul,Porto Alegre,-29.82486803,-51.15187472
Saquarema,3305505.0,Rio de Janeiro,RJ,Comércio varejista de materiais de construção,16,Rio de Janeiro,Saquarema,Lagos,-22.93112742,-42.49669405
Saquarema,3305505.0,Rio de Janeiro,RJ,Fabricação de móveis com predominância de madeira,3,Rio de Janeiro,Saquarema,Lagos,-22.93112742,-42.49669405
Sarandi,4126256.0,Paraná,PR,Comércio atacadista de materiais de construção,2,Paraná,Sarandi,Maringá,-23.44317201,-51.87368204
Sarandi,4126256.0,Paraná,PR,Comércio varejista de materiais de construção,7,Paraná,Sarandi,Maringá,-23.44317201,-51.87368204
Sarandi,4126256.0,Paraná,PR,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Paraná,Sarandi,Maringá,-23.44317201,-51.87368204
Sarandi,4126256.0,Paraná,PR,Fabricação de móveis com predominância de madeira,20,Paraná,Sarandi,Maringá,-23.44317201,-51.87368204
Sarandi,4320107.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,5,Rio Grande do Sul,Sarandi,Carazinho,-27.94359518,-52.92546106
Sarandi,4320107.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,3,Rio Grande do Sul,Sarandi,Carazinho,-27.94359518,-52.92546106
Sarapui,3551108.0,São Paulo,SP,Comércio varejista de materiais de construção,2,São Paulo,Sarapui,Sorocaba,-23.64150657,-47.82719599
Sarapui,3551108.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,1,São Paulo,Sarapui,Sorocaba,-23.64150657,-47.82719599
Sardoa,3165503.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Sardoa,Guanhães,-18.78326535,-42.36612922
Sarutaia,3551207.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Sarutaia,Ourinhos,-23.27449593,-49.48312863
Sarzedo,3165537.0,Minas Gerais,MG,Comércio varejista de materiais de construção,5,Minas Gerais,Sarzedo,Belo Horizonte,-20.03453492,-44.14586736
Sarzedo,3165537.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,2,Minas Gerais,Sarzedo,Belo Horizonte,-20.03453492,-44.14586736
Saubara,2929750.0,Bahia,BA,Comércio varejista de materiais de construção,11,Bahia,Saubara,Santo Antônio de Jesus,-12.73690362,-38.77060683
Saudade do Iguacu,4126272.0,Paraná,PR,Comércio varejista de materiais de construção,3,Paraná,Saudade do Iguacu,Pato Branco,-25.69366116,-52.61433937
Saudades,4217303.0,Santa Catarina,SC,Comércio varejista de materiais de construção,3,Santa Catarina,Saudades,Chapecó,-26.91975695,-52.99556973
Saudades,4217303.0,Santa Catarina,SC,Fabricação de móveis com predominância de madeira,2,Santa Catarina,Saudades,Chapecó,-26.91975695,-52.99556973
Saude,2929800.0,Bahia,BA,Comércio varejista de materiais de construção,1,Bahia,Saude,Jacobina,-10.94110517,-40.41855074
Schroeder,4217402.0,Santa Catarina,SC,Comércio atacadista de materiais de construção,2,Santa Catarina,Schroeder,Joinville,-26.42097591,-49.07325969
Schroeder,4217402.0,Santa Catarina,SC,Comércio varejista de materiais de construção,5,Santa Catarina,Schroeder,Joinville,-26.42097591,-49.07325969
Seabra,2929909.0,Bahia,BA,Comércio varejista de materiais de construção,13,Bahia,Seabra,Seabra,-12.41876319,-41.76820124
Seara,4217501.0,Santa Catarina,SC,Comércio varejista de materiais de construção,5,Santa Catarina,Seara,Concórdia,-27.14569762,-52.30285483
Seara,4217501.0,Santa Catarina,SC,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Santa Catarina,Seara,Concórdia,-27.14569762,-52.30285483
Seara,4217501.0,Santa Catarina,SC,Fabricação de móveis com predominância de madeira,4,Santa Catarina,Seara,Concórdia,-27.14569762,-52.30285483
Sebastianopolis do Sul,3551306.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Sebastianopolis do Sul,Nhandeara,-20.6568805,-49.9209225
Sebastiao Barros,2210623.0,Piauí,PI,Comércio varejista de materiais de construção,1,Piauí,Sebastiao Barros,Chapadas do Extremo Sul Piauiense,-10.81667522,-44.83328418
Sebastiao Laranjeiras,2930006.0,Bahia,BA,Comércio varejista de materiais de construção,5,Bahia,Sebastiao Laranjeiras,Guanambi,-14.57482239,-42.94411315
Sebastiao Leal,2210631.0,Piauí,PI,Comércio varejista de materiais de construção,2,Piauí,Sebastiao Leal,Bertolínia,-7.57738563,-44.06769177
Seberi,4320206.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,4,Rio Grande do Sul,Seberi,Frederico Westphalen,-27.48041382,-53.4054673
Seberi,4320206.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Seberi,Frederico Westphalen,-27.48041382,-53.4054673
Sede Nova,4320230.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Sede Nova,Três Passos,-27.63116287,-53.95588472
Selviria,5007802.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,2,Mato Grosso do Sul,Selviria,Paranaíba,-20.36674259,-51.41893691
Sena Madureira,1200500.0,Acre,AC,Comércio varejista de materiais de construção,8,Acre,Sena Madureira,Sena Madureira,-9.065339505,-68.65568406
Sena Madureira,1200500.0,Acre,AC,Fabricação de móveis com predominância de madeira,1,Acre,Sena Madureira,Sena Madureira,-9.065339505,-68.65568406
Senador Alexandre Costa,2111748.0,Maranhão,MA,Comércio varejista de materiais de construção,1,Maranhão,Senador Alexandre Costa,Presidente Dutra,-5.261076544,-44.05630151
Senador Amaral,3165578.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Senador Amaral,Pouso Alegre,-22.58872157,-46.18023359
Senador Canedo,5220454.0,Goiás,GO,Comércio varejista de materiais de construção,19,Goiás,Senador Canedo,Goiânia,-16.71857532,-49.08796683
Senador Canedo,5220454.0,Goiás,GO,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Goiás,Senador Canedo,Goiânia,-16.71857532,-49.08796683
Senador Canedo,5220454.0,Goiás,GO,Fabricação de móveis com predominância de madeira,16,Goiás,Senador Canedo,Goiânia,-16.71857532,-49.08796683
Senador Canedo,5220454.0,Goiás,GO,Fabricação de outros artigos de carpintaria para construção,2,Goiás,Senador Canedo,Goiânia,-16.71857532,-49.08796683
Senador Eloi de Souza,2413102.0,Rio Grande do Norte,RN,Comércio varejista de materiais de construção,1,Rio Grande do Norte,Senador Eloi de Souza,Agreste Potiguar,-6.036226429,-35.69566378
Senador Firmino,3165701.0,Minas Gerais,MG,Comércio varejista de materiais de construção,5,Minas Gerais,Senador Firmino,Ubá,-20.9180596,-43.10413039
Senador Firmino,3165701.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,4,Minas Gerais,Senador Firmino,Ubá,-20.9180596,-43.10413039
Senador Guiomard,1200450.0,Acre,AC,Comércio varejista de materiais de construção,4,Acre,Senador Guiomard,Rio Branco,-10.14817359,-67.74317236
Senador Jose Porfirio,1507805.0,Pará,PA,Comércio atacadista de materiais de construção,1,Pará,Senador Jose Porfirio,Altamira,-2.594850418,-51.95305642
Senador Jose Porfirio,1507805.0,Pará,PA,Comércio varejista de materiais de construção,4,Pará,Senador Jose Porfirio,Altamira,-2.594850418,-51.95305642
Senador Jose Porfirio,1507805.0,Pará,PA,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Pará,Senador Jose Porfirio,Altamira,-2.594850418,-51.95305642
Senador La Rocque,2111763.0,Maranhão,MA,Comércio varejista de materiais de construção,2,Maranhão,Senador La Rocque,Imperatriz,-5.441832495,-47.28919142
Senador Modestino Goncalves,3165909.0,Minas Gerais,MG,Comércio atacadista de materiais de construção,2,Minas Gerais,Senador Modestino Goncalves,Diamantina,-17.94602467,-43.22297547
Senges,4126306.0,Paraná,PR,Comércio atacadista de materiais de construção,9,Paraná,Senges,Jaguariaíva,-24.11681022,-49.47301929
Senges,4126306.0,Paraná,PR,Comércio varejista de materiais de construção,2,Paraná,Senges,Jaguariaíva,-24.11681022,-49.47301929
Senges,4126306.0,Paraná,PR,Fabricação de móveis com predominância de madeira,2,Paraná,Senges,Jaguariaíva,-24.11681022,-49.47301929
Senhor do Bonfim,2930105.0,Bahia,BA,Comércio varejista de materiais de construção,23,Bahia,Senhor do Bonfim,Senhor do Bonfim,-10.45677149,-40.18998454
Senhor do Bonfim,2930105.0,Bahia,BA,Fabricação de móveis com predominância de madeira,1,Bahia,Senhor do Bonfim,Senhor do Bonfim,-10.45677149,-40.18998454
Senhora dos Remedios,3166204.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Senhora dos Remedios,Barbacena,-21.03308296,-43.58638195
Sentinela do Sul,4320354.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Sentinela do Sul,Camaquã,-30.6133026,-51.57798177
Sento Se,2930204.0,Bahia,BA,Comércio varejista de materiais de construção,8,Bahia,Sento Se,Juazeiro,-9.740379805,-41.89099692
Serafina Correa,4320404.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,7,Rio Grande do Sul,Serafina Correa,Guaporé,-28.71079707,-51.93570861
Serafina Correa,4320404.0,Rio Grande do Sul,RS,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Rio Grande do Sul,Serafina Correa,Guaporé,-28.71079707,-51.93570861
Serafina Correa,4320404.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Serafina Correa,Guaporé,-28.71079707,-51.93570861
Sericita,3166303.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Sericita,Ponte Nova,-20.47155535,-42.48200727
Seringueiras,1101500.0,Rondônia,RO,Comércio varejista de materiais de construção,1,Rondônia,Seringueiras,Alvorada D'Oeste,-11.76711664,-63.038761
Serio,4320453.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Serio,Lajeado-Estrela,-29.38676009,-52.26745583
Seritinga,3166402.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Seritinga,Andrelândia,-21.91134928,-44.52144535
Seropedica,3305554.0,Rio de Janeiro,RJ,Comércio atacadista de materiais de construção,2,Rio de Janeiro,Seropedica,Itaguaí,-22.74301107,-43.70192522
Seropedica,3305554.0,Rio de Janeiro,RJ,Comércio varejista de materiais de construção,14,Rio de Janeiro,Seropedica,Itaguaí,-22.74301107,-43.70192522
Serra,3205002.0,Espírito Santo,ES,Comércio atacadista de materiais de construção,6,Espírito Santo,Serra,Vitória,-20.15676984,-40.27521704
Serra,3205002.0,Espírito Santo,ES,Comércio varejista de materiais de construção,112,Espírito Santo,Serra,Vitória,-20.15676984,-40.27521704
Serra,3205002.0,Espírito Santo,ES,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Espírito Santo,Serra,Vitória,-20.15676984,-40.27521704
Serra,3205002.0,Espírito Santo,ES,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Espírito Santo,Serra,Vitória,-20.15676984,-40.27521704
Serra,3205002.0,Espírito Santo,ES,Fabricação de móveis com predominância de madeira,2,Espírito Santo,Serra,Vitória,-20.15676984,-40.27521704
Serra,3205002.0,Espírito Santo,ES,Fabricação de outros artigos de carpintaria para construção,1,Espírito Santo,Serra,Vitória,-20.15676984,-40.27521704
Serra Alta,4217550.0,Santa Catarina,SC,Comércio varejista de materiais de construção,2,Santa Catarina,Serra Alta,Chapecó,-26.72477337,-53.04627634
Serra Alta,4217550.0,Santa Catarina,SC,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,2,Santa Catarina,Serra Alta,Chapecó,-26.72477337,-53.04627634
Serra Alta,4217550.0,Santa Catarina,SC,Fabricação de móveis com predominância de madeira,4,Santa Catarina,Serra Alta,Chapecó,-26.72477337,-53.04627634
Serra Azul,3551405.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Serra Azul,Ribeirão Preto,-21.31028767,-47.56324992
Serra Branca,2515500.0,Paraíba,PB,Comércio varejista de materiais de construção,2,Paraíba,Serra Branca,Cariri Ocidental,-7.480502524,-36.65566686
Serra Caiada,2410306.0,Rio Grande do Norte,RN,Comércio varejista de materiais de construção,1,Rio Grande do Norte,Serra Caiada,Agreste Potiguar,-6.104912786,-35.70560532
Serra Dourada,2930303.0,Bahia,BA,Comércio varejista de materiais de construção,2,Bahia,Serra Dourada,Santa Maria da Vitória,-12.76259474,-43.95233726
Serra Negra,3551603.0,São Paulo,SP,Comércio varejista de materiais de construção,5,São Paulo,Serra Negra,Amparo,-22.61269352,-46.70179138
Serra Negra,3551603.0,São Paulo,SP,"Fabricação de artefatos diversos de madeira, exceto móveis",2,São Paulo,Serra Negra,Amparo,-22.61269352,-46.70179138
Serra Nova Dourada,5107883.0,Mato Grosso,MT,Comércio varejista de materiais de construção,1,Mato Grosso,Serra Nova Dourada,Norte Araguaia,-12.08927184,-51.39959341
Serra Preta,2930402.0,Bahia,BA,Comércio varejista de materiais de construção,2,Bahia,Serra Preta,Feira de Santana,-12.15972683,-39.33250392
Serra Talhada,2613909.0,Pernambuco,PE,Comércio varejista de materiais de construção,39,Pernambuco,Serra Talhada,Pajeú,-7.98799752,-38.29631495
Serra Talhada,2613909.0,Pernambuco,PE,Fabricação de móveis com predominância de madeira,2,Pernambuco,Serra Talhada,Pajeú,-7.98799752,-38.29631495
Serra de Sao Bento,2413300.0,Rio Grande do Norte,RN,Comércio varejista de materiais de construção,2,Rio Grande do Norte,Serra de Sao Bento,Borborema Potiguar,-6.415366992,-35.70348982
Serra do Mel,2413359.0,Rio Grande do Norte,RN,Comércio varejista de materiais de construção,2,Rio Grande do Norte,Serra do Mel,Mossoró,-5.165241348,-37.04130135
Serra do Navio,1600055.0,Amapá,AP,Fabricação de móveis com predominância de madeira,1,Amapá,Serra do Navio,Macapá,0.897841041,-52.00353844
Serra do Ramalho,2930154.0,Bahia,BA,Comércio varejista de materiais de construção,5,Bahia,Serra do Ramalho,Bom Jesus da Lapa,-13.56446599,-43.58073074
Serra do Salitre,3166808.0,Minas Gerais,MG,Comércio varejista de materiais de construção,4,Minas Gerais,Serra do Salitre,Patrocínio,-19.11179576,-46.69210873
Serra dos Aimores,3166709.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Serra dos Aimores,Nanuque,-17.78574702,-40.24316857
Serrana,3551504.0,São Paulo,SP,Comércio varejista de materiais de construção,5,São Paulo,Serrana,Ribeirão Preto,-21.20947799,-47.5977621
Serrana,3551504.0,São Paulo,SP,"Fabricação de artefatos diversos de madeira, exceto móveis",1,São Paulo,Serrana,Ribeirão Preto,-21.20947799,-47.5977621
Serrana,3551504.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,1,São Paulo,Serrana,Ribeirão Preto,-21.20947799,-47.5977621
Serrania,3166907.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Serrania,Alfenas,-21.54668065,-46.04314494
Serrano do Maranhao,2111789.0,Maranhão,MA,Comércio varejista de materiais de construção,1,Maranhão,Serrano do Maranhao,Litoral Ocidental Maranhense,-1.852645542,-45.11464085
Serranopolis,5220504.0,Goiás,GO,Comércio varejista de materiais de construção,1,Goiás,Serranopolis,Sudoeste de Goiás,-18.3077244,-51.95777794
Serranopolis do Iguacu,4126355.0,Paraná,PR,Comércio varejista de materiais de construção,2,Paraná,Serranopolis do Iguacu,Foz do Iguaçu,-25.37988418,-54.05837658
Serranos,3167004.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Serranos,Andrelândia,-21.8887818,-44.50675416
Serrinha,2930501.0,Bahia,BA,Comércio varejista de materiais de construção,21,Bahia,Serrinha,Serrinha,-11.65953172,-39.00813263
Serrinha dos Pintos,2413557.0,Rio Grande do Norte,RN,Comércio varejista de materiais de construção,1,Rio Grande do Norte,Serrinha dos Pintos,Umarizal,-6.11412937,-37.96157905
Serrita,2614006.0,Pernambuco,PE,Comércio varejista de materiais de construção,4,Pernambuco,Serrita,Salgueiro,-7.954340398,-39.29262317
Serro,3167103.0,Minas Gerais,MG,Comércio varejista de materiais de construção,4,Minas Gerais,Serro,Conceição do Mato Dentro,-18.60444225,-43.38863127
Serro,3167103.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,1,Minas Gerais,Serro,Conceição do Mato Dentro,-18.60444225,-43.38863127
Serrolandia,2930600.0,Bahia,BA,Comércio atacadista de materiais de construção,1,Bahia,Serrolandia,Jacobina,-11.4160319,-40.29990522
Serrolandia,2930600.0,Bahia,BA,Comércio varejista de materiais de construção,4,Bahia,Serrolandia,Jacobina,-11.4160319,-40.29990522
Sertania,2614105.0,Pernambuco,PE,Comércio atacadista de materiais de construção,1,Pernambuco,Sertania,Sertão do Moxotó,-8.07245,-37.2673901
Sertania,2614105.0,Pernambuco,PE,Comércio varejista de materiais de construção,2,Pernambuco,Sertania,Sertão do Moxotó,-8.07245,-37.2673901
Sertania,2614105.0,Pernambuco,PE,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Pernambuco,Sertania,Sertão do Moxotó,-8.07245,-37.2673901
Sertanopolis,4126504.0,Paraná,PR,Comércio varejista de materiais de construção,4,Paraná,Sertanopolis,Porecatu,-23.05848198,-51.04224353
Sertao,4320503.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Sertao,Passo Fundo,-27.98077355,-52.25973786
Sertao Santana,4320552.0,Rio Grande do Sul,RS,Comércio atacadista de materiais de construção,1,Rio Grande do Sul,Sertao Santana,Porto Alegre,-30.46542789,-51.60424992
Sertao Santana,4320552.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Sertao Santana,Porto Alegre,-30.46542789,-51.60424992
Sertaozinho,3551702.0,São Paulo,SP,Comércio varejista de materiais de construção,24,São Paulo,Sertaozinho,Ribeirão Preto,-21.13702151,-47.99114843
Sertaozinho,3551702.0,São Paulo,SP,"Fabricação de artefatos diversos de madeira, exceto móveis",1,São Paulo,Sertaozinho,Ribeirão Preto,-21.13702151,-47.99114843
Sertaozinho,3551702.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,2,São Paulo,Sertaozinho,Ribeirão Preto,-21.13702151,-47.99114843
Sete Barras,3551801.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Sete Barras,Registro,-24.38860378,-47.92721696
Sete Lagoas,3167202.0,Minas Gerais,MG,Comércio varejista de materiais de construção,55,Minas Gerais,Sete Lagoas,Sete Lagoas,-19.45828742,-44.23959462
Sete Lagoas,3167202.0,Minas Gerais,MG,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Minas Gerais,Sete Lagoas,Sete Lagoas,-19.45828742,-44.23959462
Sete Lagoas,3167202.0,Minas Gerais,MG,Fabricação de móveis com predominância de madeira,3,Minas Gerais,Sete Lagoas,Sete Lagoas,-19.45828742,-44.23959462
Sete Quedas,5007703.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,2,Mato Grosso do Sul,Sete Quedas,Iguatemi,-23.98351325,-55.05331509
Setubinha,3165552.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Setubinha,Teófilo Otoni,-17.59701902,-42.16643831
Severiano de Almeida,4320602.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,4,Rio Grande do Sul,Severiano de Almeida,Erechim,-27.43279298,-52.1206563
Severiano de Almeida,4320602.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Severiano de Almeida,Erechim,-27.43279298,-52.1206563
Severinia,3551900.0,São Paulo,SP,Comércio varejista de materiais de construção,1,São Paulo,Severinia,Catanduva,-20.80938579,-48.80153398
Severinia,3551900.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,1,São Paulo,Severinia,Catanduva,-20.80938579,-48.80153398
Sideropolis,4217600.0,Santa Catarina,SC,Comércio atacadista de materiais de construção,2,Santa Catarina,Sideropolis,Criciúma,-28.59510242,-49.42054093
